season,team,wins,losses,pace,off_rating,def_rating,team_season_key,win_pct
2009,MIN,24.0,58.0,91.6,106.1,111.4,MIN_2009,0.293
2009,NJN,34.0,48.0,89.9,108.3,111.0,NJN_2009,0.415
2009,NOH,49.0,33.0,87.8,108.7,107.0,NOH_2009,0.598
2009,NYK,32.0,50.0,96.7,108.1,110.8,NYK_2009,0.39
2009,OKC,23.0,59.0,93.6,102.9,109.4,OKC_2009,0.28
2009,ORL,59.0,23.0,92.3,109.2,101.9,ORL_2009,0.72
2009,PHI,41.0,41.0,90.0,107.9,107.8,PHI_2009,0.5
2009,PHO,46.0,36.0,96.0,113.6,111.6,PHO_2009,0.561
2009,POR,54.0,28.0,86.6,113.9,107.8,POR_2009,0.659
2009,SAC,17.0,65.0,94.2,105.5,114.7,SAC_2009,0.207
2009,SAS,54.0,28.0,88.4,108.5,104.3,SAS_2009,0.659
2009,TOR,33.0,49.0,92.0,107.0,110.0,TOR_2009,0.402
2009,UTA,48.0,34.0,93.1,110.1,107.3,UTA_2009,0.585
2009,WAS,19.0,63.0,91.0,105.4,113.6,WAS_2009,0.232
2010,ATL,53.0,29.0,90.1,111.9,106.7,ATL_2010,0.646
2010,BOS,50.0,32.0,91.6,107.7,103.8,BOS_2010,0.61
2010,CHA,44.0,38.0,90.4,104.4,102.8,CHA_2010,0.537
2010,CHI,41.0,41.0,93.1,103.5,105.3,CHI_2010,0.5
2010,CLE,61.0,21.0,91.4,111.2,104.1,CLE_2010,0.744
2010,DAL,55.0,27.0,92.5,109.2,106.3,DAL_2010,0.671
2010,DEN,53.0,29.0,94.8,111.8,107.5,DEN_2010,0.646
2010,DET,27.0,55.0,88.5,105.6,111.4,DET_2010,0.329
2010,GSW,26.0,56.0,100.4,108.1,111.7,GSW_2010,0.317
2010,HOU,42.0,40.0,94.0,107.6,108.0,HOU_2010,0.512
2010,IND,32.0,50.0,97.1,103.7,106.8,IND_2010,0.39
2010,LAC,29.0,53.0,92.6,103.3,110.1,LAC_2010,0.354
2010,LAL,57.0,25.0,92.8,108.8,103.7,LAL_2010,0.695
2010,MEM,40.0,42.0,93.6,108.3,109.9,MEM_2010,0.488
2010,MIA,47.0,35.0,89.6,106.6,104.1,MIA_2010,0.573
2010,MIL,46.0,36.0,91.7,104.9,103.1,MIL_2010,0.561
2010,MIN,15.0,67.0,96.1,101.7,111.6,MIN_2010,0.183
2010,NJN,12.0,70.0,91.4,100.6,110.5,NJN_2010,0.146
2010,NOH,37.0,45.0,92.6,107.4,110.1,NOH_2010,0.451
2010,NYK,29.0,53.0,94.0,107.6,111.6,NYK_2010,0.354
2010,OKC,50.0,32.0,93.1,108.3,104.6,OKC_2010,0.61
2010,ORL,59.0,23.0,92.0,111.4,103.3,ORL_2010,0.72
2010,PHI,27.0,55.0,91.6,106.1,110.3,PHI_2010,0.329
2010,PHO,54.0,28.0,95.3,115.3,110.2,PHO_2010,0.659
2010,POR,50.0,32.0,87.7,110.8,107.1,POR_2010,0.61
2010,SAC,25.0,57.0,94.0,105.3,109.9,SAC_2010,0.305
2010,SAS,50.0,32.0,91.7,110.0,104.5,SAS_2010,0.61
2010,TOR,40.0,42.0,93.1,111.3,113.2,TOR_2010,0.488
2010,UTA,53.0,29.0,93.8,110.7,105.0,UTA_2010,0.646
2010,WAS,26.0,56.0,91.6,104.2,109.4,WAS_2010,0.317
2011,ATL,44.0,38.0,89.3,106.1,107.0,ATL_2011,0.537
2011,BOS,56.0,26.0,90.4,106.2,100.3,BOS_2011,0.683
2011,CHA,34.0,48.0,89.6,103.4,107.8,CHA_2011,0.415
2011,CHI,62.0,20.0,90.4,108.3,100.3,CHI_2011,0.756
2011,CLE,19.0,63.0,93.0,102.2,111.8,CLE_2011,0.232
2011,DAL,57.0,25.0,91.3,109.7,105.0,DAL_2011,0.695
2011,DEN,50.0,32.0,95.6,112.3,107.3,DEN_2011,0.61
2011,DET,30.0,52.0,89.2,107.7,111.7,DET_2011,0.366
2011,GSW,36.0,46.0,94.8,108.2,110.7,GSW_2011,0.439
2011,HOU,43.0,39.0,94.2,111.3,109.0,HOU_2011,0.524
2011,IND,37.0,45.0,94.7,104.8,106.0,IND_2011,0.451
2011,LAC,32.0,50.0,92.8,105.3,108.7,LAC_2011,0.39
2011,LAL,57.0,25.0,90.7,111.0,104.3,LAL_2011,0.695
2011,MEM,46.0,36.0,91.9,107.6,105.1,MEM_2011,0.561
2011,MIA,58.0,24.0,90.9,111.7,103.5,MIA_2011,0.707
2011,MIL,35.0,47.0,89.8,101.6,102.5,MIL_2011,0.427
2011,MIN,17.0,65.0,96.5,104.2,111.1,MIN_2011,0.207
2011,NJN,24.0,58.0,89.9,103.1,109.9,NJN_2011,0.293
2011,NOH,46.0,36.0,88.7,106.2,105.2,NOH_2011,0.561
2011,NYK,42.0,40.0,95.6,110.9,110.1,NYK_2011,0.512
2011,OKC,55.0,27.0,92.7,111.2,107.2,OKC_2011,0.671
2011,ORL,52.0,30.0,91.2,107.9,102.0,ORL_2011,0.634
2011,PHI,41.0,41.0,91.7,106.6,105.0,PHI_2011,0.5
2011,PHO,40.0,42.0,94.4,109.5,110.4,PHO_2011,0.488
2011,POR,48.0,34.0,87.9,108.8,107.1,POR_2011,0.585
2011,SAC,24.0,58.0,95.2,103.5,109.0,SAC_2011,0.293
2011,SAS,61.0,21.0,92.3,111.8,105.6,SAS_2011,0.744
2011,TOR,22.0,60.0,92.9,106.1,112.9,TOR_2011,0.268
2011,UTA,39.0,43.0,91.0,108.1,110.1,UTA_2011,0.476
2011,WAS,23.0,59.0,93.8,102.4,110.2,WAS_2011,0.28
2012,ATL,40.0,26.0,90.2,104.9,101.2,ATL_2012,0.606
2012,BOS,39.0,27.0,90.4,101.0,98.2,BOS_2012,0.591
2012,CHA,7.0,59.0,91.1,95.2,110.4,CHA_2012,0.106
2012,CHI,50.0,16.0,89.1,107.4,98.3,CHI_2012,0.758
2012,CLE,21.0,45.0,91.3,101.1,108.9,CLE_2012,0.318
2012,DAL,36.0,30.0,91.4,103.3,102.3,DAL_2012,0.545
2012,DEN,38.0,28.0,94.2,109.2,106.2,DEN_2012,0.576
2012,DET,25.0,41.0,89.2,101.0,106.3,DET_2012,0.379
2012,GSW,23.0,43.0,92.3,105.4,109.1,GSW_2012,0.348
2012,HOU,34.0,32.0,91.7,105.5,105.2,HOU_2012,0.515
2012,IND,42.0,24.0,90.7,106.7,103.1,IND_2012,0.636
2012,LAC,40.0,26.0,89.2,108.5,105.7,LAC_2012,0.606
2012,LAL,41.0,25.0,90.5,106.0,104.4,LAL_2012,0.621
2012,MEM,41.0,25.0,90.8,104.0,101.8,MEM_2012,0.621
2012,MIA,46.0,20.0,91.2,106.6,100.2,MIA_2012,0.697
2012,MIL,31.0,35.0,93.7,105.5,105.2,MIL_2012,0.47
2012,MIN,26.0,40.0,93.3,104.3,106.6,MIN_2012,0.394
2012,NJN,22.0,44.0,90.1,102.9,109.6,NJN_2012,0.333
2012,NOH,21.0,45.0,88.3,100.9,105.1,NOH_2012,0.318
2012,NYK,36.0,30.0,93.2,104.4,101.0,NYK_2012,0.545
2012,OKC,47.0,19.0,93.0,109.8,103.2,OKC_2012,0.712
2012,ORL,37.0,29.0,89.0,105.0,104.1,ORL_2012,0.561
2012,PHI,35.0,31.0,89.7,103.9,99.2,PHI_2012,0.53
2012,PHO,33.0,33.0,92.6,106.2,106.5,PHO_2012,0.5
2012,POR,28.0,38.0,91.2,105.7,106.4,POR_2012,0.424
2012,SAC,22.0,44.0,94.7,103.8,109.8,SAC_2012,0.333
2012,SAS,50.0,16.0,92.9,110.9,103.2,SAS_2012,0.758
2012,TOR,23.0,43.0,89.3,100.8,104.5,TOR_2012,0.348
2012,UTA,36.0,30.0,91.4,106.8,106.1,UTA_2012,0.545
2012,WAS,20.0,46.0,92.5,101.0,106.2,WAS_2012,0.303
2013,ATL,44.0,38.0,92.6,104.8,104.4,ATL_2013,0.537
2013,BOS,41.0,40.0,91.7,103.1,103.3,BOS_2013,0.506
2013,BRK,49.0,33.0,88.8,108.2,106.2,BRK_2013,0.598
2013,CHA,21.0,61.0,91.5,101.5,111.5,CHA_2013,0.256
2013,CHI,45.0,37.0,89.3,103.5,103.2,CHI_2013,0.549
2013,CLE,24.0,58.0,92.3,104.3,109.4,CLE_2013,0.293
2013,DAL,41.0,41.0,94.1,105.9,106.5,DAL_2013,0.5
2013,DEN,57.0,25.0,95.1,110.4,105.1,DEN_2013,0.695
2013,DET,29.0,53.0,90.8,103.8,108.1,DET_2013,0.354
2013,GSW,47.0,35.0,94.5,106.4,105.5,GSW_2013,0.573
2013,HOU,45.0,37.0,96.1,109.7,106.1,HOU_2013,0.549
2013,IND,49.0,32.0,90.2,104.3,99.8,IND_2013,0.605
2013,LAC,56.0,26.0,91.1,110.6,103.6,LAC_2013,0.683
2013,LAL,45.0,37.0,94.4,107.8,106.6,LAL_2013,0.549
2013,MEM,56.0,26.0,88.4,104.9,100.3,MEM_2013,0.683
2013,MIA,66.0,16.0,90.7,112.3,103.7,MIA_2013,0.805
2013,MIL,38.0,44.0,94.7,103.6,105.2,MIL_2013,0.463
2013,MIN,31.0,51.0,92.8,102.9,105.4,MIN_2013,0.378
2013,NOH,27.0,55.0,88.5,105.7,110.1,NOH_2013,0.329
2013,NYK,54.0,28.0,89.8,111.1,106.3,NYK_2013,0.659
2013,OKC,60.0,22.0,93.3,112.4,102.6,OKC_2013,0.732
2013,ORL,20.0,62.0,92.2,101.6,109.1,ORL_2013,0.244
2013,PHI,34.0,48.0,91.0,102.0,105.7,PHI_2013,0.415
2013,PHO,25.0,57.0,93.4,101.2,108.1,PHO_2013,0.305
2013,POR,33.0,49.0,91.4,105.8,109.2,POR_2013,0.402
2013,SAC,28.0,54.0,93.6,106.2,111.4,SAC_2013,0.341
2013,SAS,58.0,24.0,94.2,108.3,101.6,SAS_2013,0.707
2013,TOR,34.0,48.0,90.4,105.9,107.5,TOR_2013,0.415
2013,UTA,43.0,39.0,90.9,106.7,106.8,UTA_2013,0.524
2013,WAS,29.0,53.0,92.2,100.2,103.0,WAS_2013,0.354
2014,ATL,38.0,44.0,94.6,105.9,106.4,ATL_2014,0.463
2014,BOS,25.0,57.0,93.3,102.9,107.7,BOS_2014,0.305
2014,BRK,44.0,38.0,91.4,106.7,107.7,BRK_2014,0.537
2014,CHA,43.0,39.0,92.4,103.6,103.8,CHA_2014,0.524
2014,CHI,48.0,34.0,90.2,102.5,100.5,CHI_2014,0.585
2014,CLE,33.0,49.0,93.1,104.2,107.7,CLE_2014,0.402
2014,DAL,49.0,33.0,93.5,111.2,108.7,DAL_2014,0.598
2014,DEN,36.0,46.0,98.1,106.0,108.2,DEN_2014,0.439
2014,DET,29.0,53.0,94.9,105.9,109.7,DET_2014,0.354
2014,GSW,51.0,31.0,96.2,107.5,102.6,GSW_2014,0.622
2014,HOU,54.0,28.0,96.3,111.0,106.3,HOU_2014,0.659
2014,IND,56.0,26.0,92.5,104.1,99.3,IND_2014,0.683
2014,LAC,57.0,25.0,95.9,112.1,104.8,LAC_2014,0.695
2014,LAL,27.0,55.0,98.7,104.2,110.6,LAL_2014,0.329
2014,MEM,50.0,32.0,89.9,106.3,104.6,MEM_2014,0.61
2014,MIA,54.0,28.0,91.2,110.9,105.8,MIA_2014,0.659
2014,MIL,15.0,67.0,91.8,103.0,111.8,MIL_2014,0.183
2014,MIN,40.0,42.0,97.3,108.9,106.2,MIN_2014,0.488
2014,NOP,34.0,48.0,92.2,107.2,110.1,NOP_2014,0.415
2014,NYK,37.0,45.0,90.3,108.3,109.1,NYK_2014,0.451
2014,OKC,59.0,23.0,95.4,110.5,103.9,OKC_2014,0.72
2014,ORL,23.0,59.0,93.6,101.7,107.4,ORL_2014,0.28
2014,PHI,19.0,63.0,99.2,99.4,109.9,PHI_2014,0.232
2014,PHO,48.0,34.0,95.8,109.5,106.7,PHO_2014,0.585
2014,POR,54.0,28.0,94.9,111.5,107.4,POR_2014,0.659
2014,SAC,28.0,54.0,94.4,105.7,108.8,SAC_2014,0.341
2014,SAS,62.0,20.0,95.0,110.5,102.4,SAS_2014,0.756
2014,TOR,48.0,34.0,91.8,108.8,105.3,TOR_2014,0.585
2014,UTA,25.0,57.0,91.4,103.5,111.3,UTA_2014,0.305
2014,WAS,44.0,38.0,93.2,106.0,104.6,WAS_2014,0.537
2015,ATL,60.0,22.0,93.9,108.9,103.1,ATL_2015,0.732
2015,BOS,40.0,42.0,95.8,104.7,104.5,BOS_2015,0.488
2015,BRK,38.0,44.0,92.7,104.4,107.4,BRK_2015,0.463
2015,CHI,50.0,32.0,92.8,107.5,104.3,CHI_2015,0.61
2015,CHO,33.0,49.0,93.0,100.1,103.5,CHO_2015,0.402
2015,CLE,53.0,29.0,92.3,111.1,106.3,CLE_2015,0.646
2015,DAL,50.0,32.0,95.2,109.5,106.4,DAL_2015,0.61
2015,DEN,30.0,52.0,96.1,104.5,108.2,DEN_2015,0.366
2015,DET,32.0,50.0,92.8,105.3,106.4,DET_2015,0.39
2015,GSW,67.0,15.0,98.3,111.6,101.4,GSW_2015,0.817
2015,HOU,56.0,26.0,96.5,107.0,103.4,HOU_2015,0.683
2015,IND,38.0,44.0,93.2,103.5,103.2,IND_2015,0.463
2015,LAC,56.0,26.0,94.7,112.4,105.5,LAC_2015,0.683
2015,LAL,21.0,61.0,94.0,103.4,110.6,LAL_2015,0.256
2015,MEM,55.0,27.0,92.0,105.7,102.2,MEM_2015,0.671
2015,MIA,37.0,45.0,90.9,103.9,106.7,MIA_2015,0.451
2015,MIL,41.0,41.0,94.1,102.7,102.2,MIL_2015,0.5
2015,MIN,16.0,66.0,94.4,102.9,112.2,MIN_2015,0.195
2015,NOP,45.0,37.0,91.4,108.2,107.3,NOP_2015,0.549
2015,NYK,17.0,65.0,91.2,99.9,110.0,NYK_2015,0.207
2015,OKC,45.0,37.0,95.7,107.8,105.5,OKC_2015,0.549
2015,ORL,25.0,57.0,93.8,101.6,107.7,ORL_2015,0.305
2015,PHI,18.0,64.0,95.7,95.5,104.8,PHI_2015,0.22
2015,PHO,39.0,43.0,96.3,105.3,106.2,PHO_2015,0.476
2015,POR,51.0,31.0,94.2,108.2,103.7,POR_2015,0.622
2015,SAC,29.0,53.0,95.4,105.3,109.2,SAC_2015,0.354
2015,SAS,55.0,27.0,93.8,108.5,102.0,SAS_2015,0.671
2015,TOR,49.0,33.0,92.8,111.0,107.7,TOR_2015,0.598
2015,UTA,38.0,44.0,90.4,105.1,104.9,UTA_2015,0.463
2015,WAS,46.0,36.0,93.7,103.7,103.0,WAS_2015,0.561
2016,ATL,48.0,34.0,97.1,105.1,101.4,ATL_2016,0.585
2016,BOS,48.0,34.0,98.5,106.8,103.6,BOS_2016,0.585
2016,BRK,21.0,61.0,95.2,103.2,110.9,BRK_2016,0.256
2016,CHI,42.0,40.0,95.7,105.0,106.5,CHI_2016,0.512
2016,CHO,48.0,34.0,95.6,107.2,104.3,CHO_2016,0.585
2016,CLE,57.0,25.0,93.3,110.9,104.5,CLE_2016,0.695
2016,DAL,42.0,40.0,94.3,106.7,107.0,DAL_2016,0.512
2016,DEN,33.0,49.0,95.7,105.6,108.9,DEN_2016,0.402
2016,DET,44.0,38.0,95.1,106.1,105.5,DET_2016,0.537
2016,GSW,73.0,9.0,99.3,114.5,103.8,GSW_2016,0.89
2016,HOU,41.0,41.0,97.6,108.3,108.1,HOU_2016,0.5
2016,IND,45.0,37.0,96.6,104.6,102.9,IND_2016,0.549
2016,LAC,53.0,29.0,95.8,108.3,103.8,LAC_2016,0.646
2016,LAL,17.0,65.0,95.6,101.6,111.6,LAL_2016,0.207
2016,MEM,42.0,40.0,93.3,105.4,107.8,MEM_2016,0.512
2016,MIA,48.0,34.0,93.6,106.1,104.4,MIA_2016,0.585
2016,MIL,33.0,49.0,94.2,104.3,108.7,MIL_2016,0.402
2016,MIN,29.0,53.0,95.2,106.5,110.1,MIN_2016,0.354
2016,NOP,30.0,52.0,96.8,105.6,109.5,NOP_2016,0.366
2016,NYK,32.0,50.0,93.4,104.6,107.6,NYK_2016,0.39
2016,OKC,55.0,27.0,96.7,113.1,105.6,OKC_2016,0.671
2016,ORL,35.0,47.0,96.0,105.1,106.8,ORL_2016,0.427
2016,PHI,10.0,72.0,97.9,98.8,109.2,PHI_2016,0.122
2016,PHO,23.0,59.0,98.5,102.2,109.0,PHO_2016,0.28
2016,POR,44.0,38.0,96.0,108.8,108.0,POR_2016,0.537
2016,SAC,33.0,49.0,100.0,106.0,108.4,SAC_2016,0.402
2016,SAS,67.0,15.0,93.8,110.3,99.0,SAS_2016,0.817
2016,TOR,56.0,26.0,92.9,110.0,105.2,TOR_2016,0.683
2016,UTA,40.0,42.0,91.0,105.9,103.9,UTA_2016,0.488
2016,WAS,41.0,41.0,98.5,105.3,105.8,WAS_2016,0.5
2017,ATL,43.0,39.0,97.4,104.9,105.7,ATL_2017,0.524
2017,BOS,53.0,29.0,96.8,111.2,108.4,BOS_2017,0.646
2017,BRK,20.0,62.0,101.3,104.1,110.7,BRK_2017,0.244
2017,CHI,41.0,41.0,95.3,107.4,107.0,CHI_2017,0.5
2017,CHO,36.0,46.0,95.7,108.8,108.6,CHO_2017,0.439
2017,CLE,51.0,31.0,96.2,113.6,110.3,CLE_2017,0.622
2017,DAL,33.0,49.0,92.2,105.6,108.8,DAL_2017,0.402
2017,DEN,40.0,42.0,98.3,113.2,112.7,DEN_2017,0.488
2017,DET,37.0,45.0,95.0,106.0,107.1,DET_2017,0.451
2017,GSW,67.0,15.0,99.8,115.6,104.0,GSW_2017,0.817
2017,HOU,55.0,27.0,100.0,114.7,109.0,HOU_2017,0.671
2017,IND,42.0,40.0,95.9,108.6,108.8,IND_2017,0.512
2017,LAC,51.0,31.0,96.1,112.7,108.2,LAC_2017,0.622
2017,LAL,26.0,56.0,98.5,106.0,113.0,LAL_2017,0.317
2017,MEM,43.0,39.0,92.3,107.7,107.1,MEM_2017,0.524
2017,MIA,41.0,41.0,95.2,107.8,106.7,MIA_2017,0.5
2017,MIL,42.0,40.0,94.5,109.1,109.3,MIL_2017,0.512
2017,MIN,31.0,51.0,94.6,110.8,112.0,MIN_2017,0.378
2017,NOP,34.0,48.0,98.0,105.2,107.4,NOP_2017,0.415
2017,NYK,31.0,51.0,96.0,107.7,111.5,NYK_2017,0.378
2017,OKC,47.0,35.0,97.8,108.3,107.5,OKC_2017,0.573
2017,ORL,29.0,53.0,96.8,103.7,110.5,ORL_2017,0.354
2017,PHI,28.0,54.0,98.5,103.2,108.9,PHI_2017,0.341
2017,PHO,24.0,58.0,100.3,106.6,112.2,PHO_2017,0.293
2017,POR,41.0,41.0,96.7,110.3,110.8,POR_2017,0.5
2017,SAC,32.0,50.0,94.9,107.3,111.3,SAC_2017,0.39
2017,SAS,61.0,21.0,94.2,111.1,103.5,SAS_2017,0.744
2017,TOR,51.0,31.0,94.7,112.3,107.8,TOR_2017,0.622
2017,UTA,51.0,31.0,91.6,109.6,105.3,UTA_2017,0.622
2017,WAS,49.0,33.0,97.4,111.2,109.3,WAS_2017,0.598
2018,ATL,24.0,58.0,98.3,105.0,110.6,ATL_2018,0.293
2018,BOS,55.0,27.0,96.0,107.6,103.9,BOS_2018,0.671
2018,BRK,28.0,54.0,98.9,106.9,110.6,BRK_2018,0.341
2018,CHI,27.0,55.0,98.3,103.8,110.9,CHI_2018,0.329
2018,CHO,36.0,46.0,98.4,109.4,109.1,CHO_2018,0.439
2018,CLE,50.0,32.0,98.0,112.9,111.9,CLE_2018,0.61
2018,DAL,24.0,58.0,95.6,106.3,109.5,DAL_2018,0.293
2018,DEN,46.0,36.0,96.8,112.5,111.0,DEN_2018,0.561
2018,DET,39.0,43.0,96.2,107.2,107.3,DET_2018,0.476
2018,GSW,58.0,24.0,99.6,113.6,107.7,GSW_2018,0.707
2018,HOU,65.0,17.0,97.6,114.7,106.1,HOU_2018,0.793
2018,IND,48.0,34.0,96.0,109.5,108.1,IND_2018,0.585
2018,LAC,42.0,40.0,98.7,110.3,110.2,LAC_2018,0.512
2018,LAL,35.0,47.0,100.3,106.5,108.0,LAL_2018,0.427
2018,MEM,22.0,60.0,94.9,104.5,111.0,MEM_2018,0.268
2018,MIA,44.0,38.0,95.6,106.8,106.3,MIA_2018,0.537
2018,MIL,44.0,38.0,96.3,109.8,110.1,MIL_2018,0.537
2018,MIN,47.0,35.0,96.0,113.4,111.1,MIN_2018,0.573
2018,NOP,48.0,34.0,100.5,109.6,108.3,NOP_2018,0.585
2018,NYK,29.0,53.0,96.8,107.1,110.7,NYK_2018,0.354
2018,OKC,48.0,34.0,96.7,110.7,107.2,OKC_2018,0.585
2018,ORL,25.0,57.0,98.1,105.2,110.1,ORL_2018,0.305
2018,PHI,52.0,30.0,99.8,109.5,105.0,PHI_2018,0.634
2018,PHO,21.0,61.0,100.3,103.5,112.9,PHO_2018,0.256
2018,POR,49.0,33.0,96.5,109.1,106.4,POR_2018,0.598
2018,SAC,27.0,55.0,94.9,103.7,111.1,SAC_2018,0.329
2018,SAS,47.0,35.0,95.0,107.9,104.8,SAS_2018,0.573
2018,TOR,59.0,23.0,97.4,113.8,105.9,TOR_2018,0.72
2018,UTA,48.0,34.0,95.7,108.4,103.9,UTA_2018,0.585
2018,WAS,43.0,39.0,96.6,109.3,108.7,WAS_2018,0.524
2019,ATL,29.0,53.0,103.9,108.1,113.9,ATL_2019,0.354
2019,BOS,49.0,33.0,99.6,112.2,107.8,BOS_2019,0.598
2019,BRK,42.0,40.0,100.8,109.6,109.7,BRK_2019,0.512
2019,CHI,22.0,60.0,99.0,104.8,113.2,CHI_2019,0.268
2019,CHO,39.0,43.0,98.7,111.4,112.5,CHO_2019,0.476
2019,CLE,19.0,63.0,96.6,107.7,117.6,CLE_2019,0.232
2019,DAL,33.0,49.0,99.0,109.4,110.7,DAL_2019,0.402
2019,DEN,54.0,28.0,97.7,113.0,108.9,DEN_2019,0.659
2019,DET,41.0,41.0,97.4,109.0,109.2,DET_2019,0.5
2019,GSW,57.0,25.0,100.9,115.9,109.5,GSW_2019,0.695
2019,HOU,53.0,29.0,97.9,115.5,110.7,HOU_2019,0.646
2019,IND,48.0,34.0,98.1,109.9,106.5,IND_2019,0.585
2019,LAC,48.0,34.0,101.7,112.4,111.5,LAC_2019,0.585
2019,LAL,37.0,45.0,103.2,107.8,109.5,LAL_2019,0.451
2019,MEM,33.0,49.0,96.6,106.1,108.8,MEM_2019,0.402
2019,MIA,39.0,43.0,98.2,107.3,107.6,MIA_2019,0.476
2019,MIL,60.0,22.0,103.3,113.8,105.2,MIL_2019,0.732
2019,MIN,36.0,46.0,100.2,111.4,112.9,MIN_2019,0.439
2019,NOP,33.0,49.0,103.3,111.4,112.6,NOP_2019,0.402
2019,NYK,17.0,65.0,99.6,104.5,113.7,NYK_2019,0.207
2019,OKC,49.0,33.0,102.8,110.3,107.0,OKC_2019,0.598
2019,ORL,42.0,40.0,98.1,108.9,108.1,ORL_2019,0.512
2019,PHI,51.0,31.0,101.6,112.6,110.0,PHI_2019,0.622
2019,PHO,19.0,63.0,100.5,105.9,115.1,PHO_2019,0.232
2019,POR,53.0,29.0,99.1,114.7,110.5,POR_2019,0.646
2019,SAC,39.0,43.0,103.1,110.4,111.5,SAC_2019,0.476
2019,SAS,48.0,34.0,98.3,112.9,111.2,SAS_2019,0.585
2019,TOR,58.0,24.0,100.2,113.1,107.1,TOR_2019,0.707
2019,UTA,50.0,32.0,100.3,110.9,105.7,UTA_2019,0.61
2019,WAS,32.0,50.0,101.4,111.1,113.9,WAS_2019,0.39
2020,ATL,20.0,47.0,103.0,107.2,114.8,ATL_2020,0.299
2020,BOS,48.0,24.0,99.5,113.3,107.0,BOS_2020,0.667
2020,BRK,35.0,37.0,101.4,108.9,109.5,BRK_2020,0.486
2020,CHI,22.0,43.0,99.7,106.7,109.8,CHI_2020,0.338
2020,CHO,23.0,42.0,95.8,106.3,113.3,CHO_2020,0.354
2020,CLE,19.0,46.0,98.7,107.5,115.4,CLE_2020,0.292
2020,DAL,43.0,32.0,99.3,116.7,111.7,DAL_2020,0.573
2020,DEN,46.0,27.0,97.1,113.1,111.0,DEN_2020,0.63
2020,DET,20.0,46.0,97.6,109.0,112.7,DET_2020,0.303
2020,GSW,15.0,50.0,100.3,105.2,113.8,GSW_2020,0.231
2020,HOU,44.0,28.0,103.7,112.9,110.1,HOU_2020,0.611
2020,IND,45.0,28.0,98.9,110.0,108.0,IND_2020,0.616
2020,LAC,49.0,23.0,101.5,113.9,107.6,LAC_2020,0.681
2020,LAL,52.0,19.0,100.9,112.0,106.3,LAL_2020,0.732
2020,MEM,34.0,39.0,102.8,109.2,110.3,MEM_2020,0.466
2020,MIA,44.0,29.0,98.3,112.5,109.5,MIA_2020,0.603
2020,MIL,56.0,17.0,105.1,112.4,102.9,MIL_2020,0.767
2020,MIN,19.0,45.0,103.4,108.1,112.2,MIN_2020,0.297
2020,NOP,30.0,42.0,103.7,110.7,111.9,NOP_2020,0.417
2020,NYK,21.0,45.0,98.6,106.5,113.0,NYK_2020,0.318
2020,OKC,44.0,28.0,98.8,110.8,108.8,OKC_2020,0.611
2020,ORL,33.0,40.0,98.6,108.5,109.5,ORL_2020,0.452
2020,PHI,43.0,30.0,99.0,111.3,109.0,PHI_2020,0.589
2020,PHO,34.0,39.0,101.3,111.7,111.4,PHO_2020,0.466
2020,POR,35.0,39.0,100.7,113.7,114.8,POR_2020,0.473
2020,SAC,31.0,41.0,98.9,110.2,112.2,SAC_2020,0.431
2020,SAS,32.0,39.0,100.5,112.4,113.5,SAS_2020,0.451
2020,TOR,53.0,19.0,100.9,111.1,105.0,TOR_2020,0.736
2020,UTA,44.0,28.0,98.6,112.3,109.9,UTA_2020,0.611
2020,WAS,25.0,47.0,102.7,110.9,115.5,WAS_2020,0.347
2021,ATL,41.0,31.0,97.6,115.7,113.3,ATL_2021,0.569
2021,BOS,36.0,36.0,98.3,114.0,112.5,BOS_2021,0.5
2021,BRK,48.0,24.0,99.5,118.3,113.8,BRK_2021,0.667
2021,CHI,31.0,41.0,99.0,111.1,112.0,CHI_2021,0.431
2021,CHO,33.0,39.0,98.3,110.9,112.8,CHO_2021,0.458
2021,CLE,22.0,50.0,97.3,105.8,114.4,CLE_2021,0.306
2021,DAL,42.0,30.0,97.3,115.4,113.0,DAL_2021,0.583
2021,DEN,47.0,25.0,97.1,117.1,112.1,DEN_2021,0.653
2021,DET,20.0,52.0,97.9,108.0,112.5,DET_2021,0.278
2021,GSW,39.0,33.0,102.2,111.1,110.1,GSW_2021,0.542
2021,HOU,17.0,55.0,101.4,107.1,114.9,HOU_2021,0.236
2021,IND,34.0,38.0,101.6,112.4,112.4,IND_2021,0.472
2021,LAC,47.0,25.0,96.9,117.6,111.2,LAC_2021,0.653
2021,LAL,42.0,30.0,98.7,109.9,107.1,LAL_2021,0.583
2021,MEM,38.0,34.0,100.4,112.0,111.0,MEM_2021,0.528
2021,MIA,40.0,32.0,96.6,111.2,111.2,MIA_2021,0.556
2021,MIL,46.0,26.0,102.2,117.2,111.4,MIL_2021,0.639
2021,MIN,23.0,49.0,101.6,109.5,115.0,MIN_2021,0.319
2021,NOP,31.0,41.0,100.1,113.5,113.8,NOP_2021,0.431
2021,NYK,41.0,31.0,95.9,110.6,108.2,NYK_2021,0.569
2021,OKC,22.0,50.0,101.0,103.5,114.0,OKC_2021,0.306
2021,ORL,21.0,51.0,98.7,105.1,114.5,ORL_2021,0.292
2021,PHI,49.0,23.0,99.5,113.2,107.6,PHI_2021,0.681
2021,PHO,51.0,21.0,97.2,117.2,111.3,PHO_2021,0.708
2021,POR,42.0,30.0,98.4,117.8,116.0,POR_2021,0.583
